,year,name,value,lastValue,rank
5,1997.9,Cartoons,2113200.0,2139004.0,6
6,1997.9,Loud noises,1901920.0,1772245.0,7
7,1997.9,Teeth are the worst,1835280.0,823970.0,8
8,1997.9,The dark?,1547280.0,1348767.0,9
9,1997.9,Bored. I might make noise,1143550.0,1143481.0,10
10,1997.9,I'm going to be sick,1117635.0,1117577.0,11
11,1997.9,Trampolines,1076913.0,938627.0,12
12,1997.9,Who the f**k is this?,1008720.0,869316.0,13
13,1997.9,What colour is that?,731607.0,731582.0,14
14,1997.9,Have I pooped myself?,700241.0,700229.0,15
15,1997.9,"No, don't carry me there",683689.0,683625.0,16
16,1997.9,Games,459360.0,244979.0,17
17,1997.9,Walking,408567.0,408533.0,18
18,1997.9,Bugs,313614.0,313561.0,19
19,1997.9,My toy,302978.0,302956.0,20
20,1997.9,Eugh these clothes,277372.0,277318.0,21
21,1997.9,What is that smell?,259140.0,259115.0,22
22,1997.9,Who the frick is this?,162957.0,162941.0,23
23,1997.9,I don't know anything,4405.0,4355.0,24
24,1997.9,We MUST meet up more,4396.0,4307.0,25
25,1997.9,Women (interested),4265.0,4187.0,26
26,1997.9,When will I grow up?,4203.0,4112.0,27
27,1997.9,Everyone is racist?,4045.0,3972.0,28
28,1997.9,Hreflang,4036.0,4004.0,29
29,1997.9,Am I good?,4016.0,3939.0,30
30,1997.9,Oversized t-shirts,4015.0,3994.0,31
31,1997.9,Women (fearful),4000.0,3900.0,32
32,1997.9,What is KPI?,3990.0,3956.0,33
33,1997.9,Money,3970.0,3947.0,34
34,1997.9,Not learning languages,3900.0,3855.0,35
35,1997.9,Travel,3875.0,3864.0,36
36,1997.9,Using chopsticks,3858.0,3856.0,37
37,1997.9,Harry Potter,3823.0,3725.0,38
38,1997.9,Brexit,3743.0,3708.0,39
39,1997.9,Getting swole,3729.0,3728.0,40
40,1997.9,Exams,3727.0,3699.0,41
41,1997.9,Why does my skin hate me?,3714.0,3688.0,42
42,1997.9,Jupyter,3695.0,3677.0,43
43,1997.9,I know pretty much everything,3692.0,3629.0,44
44,1997.9,"Oh no, THIS is grown up",3620.0,3538.0,45
45,1997.9,Rap,3617.0,3553.0,46
0,1998.0,Food/drink,5444381.0,5377928.0,1
1,1998.0,RUNNING,4896686.0,4833210.0,2
2,1998.0,Need a nap,4142403.0,4121479.0,3
3,1998.0,Chewing,2763779.0,2763720.0,4
4,1998.0,Cartoons,2165766.0,2113200.0,5
5,1998.0,Tying my shoes,2133449.0,2133360.0,6
6,1998.0,Loud noises,1902018.0,1901920.0,7
7,1998.0,Teeth are the worst,1835313.0,1835280.0,8
8,1998.0,The dark?,1547305.0,1547280.0,9
9,1998.0,Bored. I might make noise,1143625.0,1143550.0,10
10,1998.0,I'm going to be sick,1117662.0,1117635.0,11
11,1998.0,Trampolines,1091965.0,1076913.0,12
12,1998.0,What colour is that?,731650.0,731607.0,13
13,1998.0,Have I pooped myself?,700318.0,700241.0,14
14,1998.0,"No, don't carry me there",683765.0,683689.0,15
15,1998.0,Walking,408605.0,408567.0,16
16,1998.0,Bugs,313712.0,313614.0,17
17,1998.0,My toy,302980.0,302978.0,18
18,1998.0,Why does my skin hate me?,279329.0,3714.0,19
19,1998.0,Using chopsticks,277437.0,3858.0,20
20,1998.0,Eugh these clothes,277426.0,277372.0,21
21,1998.0,What is that smell?,259144.0,259140.0,22
22,1998.0,Who the frick is this?,163038.0,162957.0,23
23,1998.0,I don't know anything,4501.0,4405.0,24
24,1998.0,We MUST meet up more,4447.0,4396.0,25
25,1998.0,When will I grow up?,4301.0,4203.0,26
26,1998.0,Women (interested),4281.0,4265.0,27
27,1998.0,Hreflang,4131.0,4036.0,28
28,1998.0,Am I good?,4093.0,4016.0,29
29,1998.0,What is KPI?,4083.0,3990.0,30
30,1998.0,Everyone is racist?,4064.0,4045.0,31
31,1998.0,Money,4056.0,3970.0,32
32,1998.0,Women (fearful),4029.0,4000.0,33
33,1998.0,Travel,3933.0,3875.0,34
34,1998.0,Not learning languages,3921.0,3900.0,35
35,1998.0,Brexit,3788.0,3743.0,36
36,1998.0,I know pretty much everything,3784.0,3692.0,37
37,1998.0,Exams,3784.0,3727.0,38
38,1998.0,Jupyter,3783.0,3695.0,39
39,1998.0,Getting swole,3760.0,3729.0,40
40,1998.0,"Oh no, THIS is grown up",3709.0,3620.0,41
41,1998.0,Rap,3673.0,3617.0,42
42,1998.0,Oversized t-shirts,0.0,4015.0,43
43,1998.0,Who the f**k is this?,0.0,1008720.0,44
44,1998.0,Games,0.0,459360.0,45
45,1998.0,Harry Potter,0.0,3823.0,46
0,1998.1,Food/drink,5538739.0,5444381.0,1
1,1998.1,RUNNING,4941741.0,4896686.0,2
2,1998.1,Need a nap,4165063.0,4142403.0,3
3,1998.1,Chewing,2763805.0,2763779.0,4
4,1998.1,Cartoons,2226157.0,2165766.0,5
5,1998.1,Tying my shoes,2133530.0,2133449.0,6
6,1998.1,Loud noises,1902113.0,1902018.0,7
7,1998.1,Teeth are the worst,1835346.0,1835313.0,8
8,1998.1,The dark?,1547351.0,1547305.0,9
9,1998.1,Bored. I might make noise,1143692.0,1143625.0,10
10,1998.1,I'm going to be sick,1117692.0,1117662.0,11
11,1998.1,Trampolines,1111295.0,1091965.0,12
12,1998.1,What colour is that?,731729.0,731650.0,13
13,1998.1,Have I pooped myself?,700354.0,700318.0,14
14,1998.1,"No, don't carry me there",683854.0,683765.0,15
15,1998.1,Walking,408678.0,408605.0,16
16,1998.1,Bugs,313732.0,313712.0,17
17,1998.1,My toy,303071.0,302980.0,18
18,1998.1,Why does my skin hate me?,284805.0,279329.0,19
19,1998.1,Using chopsticks,277486.0,277437.0,20
20,1998.1,Eugh these clothes,277474.0,277426.0,21
21,1998.1,What is that smell?,259205.0,259144.0,22
22,1998.1,Who the frick is this?,163112.0,163038.0,23
23,1998.1,I don't know anything,4534.0,4501.0,24
24,1998.1,We MUST meet up more,4515.0,4447.0,25
25,1998.1,When will I grow up?,4332.0,4301.0,26
26,1998.1,Women (interested),4288.0,4281.0,27
27,1998.1,Everyone is racist?,4164.0,4064.0,28
28,1998.1,Hreflang,4159.0,4131.0,29
29,1998.1,Money,4148.0,4056.0,30
30,1998.1,What is KPI?,4137.0,4083.0,31
31,1998.1,Am I good?,4109.0,4093.0,32
32,1998.1,Women (fearful),4081.0,4029.0,33
33,1998.1,Not learning languages,4004.0,3921.0,34
34,1998.1,Travel,3953.0,3933.0,35
35,1998.1,Jupyter,3848.0,3783.0,36
36,1998.1,Exams,3833.0,3784.0,37
37,1998.1,I know pretty much everything,3832.0,3784.0,38
38,1998.1,Brexit,3792.0,3788.0,39
39,1998.1,Getting swole,3774.0,3760.0,40
40,1998.1,"Oh no, THIS is grown up",3759.0,3709.0,41
41,1998.1,Rap,3730.0,3673.0,42
42,1998.1,Oversized t-shirts,0.0,0.0,43
43,1998.1,Who the f**k is this?,0.0,0.0,44
44,1998.1,Games,0.0,0.0,45
45,1998.1,Harry Potter,0.0,0.0,46
0,1998.2,Food/drink,5620796.0,5538739.0,1
1,1998.2,RUNNING,5006369.0,4941741.0,2
2,1998.2,Need a nap,4215580.0,4165063.0,3
3,1998.2,Chewing,2763847.0,2763805.0,4
4,1998.2,Cartoons,2308398.0,2226157.0,5
5,1998.2,Tying my shoes,2133616.0,2133530.0,6
6,1998.2,Loud noises,1902126.0,1902113.0,7
7,1998.2,Teeth are the worst,1835397.0,1835346.0,8
8,1998.2,The dark?,1547394.0,1547351.0,9
9,1998.2,Trampolines,1146925.0,1111295.0,10
10,1998.2,Bored. I might make noise,1143720.0,1143692.0,11
11,1998.2,I'm going to be sick,1117692.0,1117692.0,12
12,1998.2,What colour is that?,731731.0,731729.0,13
13,1998.2,Have I pooped myself?,700398.0,700354.0,14
14,1998.2,"No, don't carry me there",683857.0,683854.0,15
15,1998.2,Who the f**k is this?,650720.0,0.0,16
16,1998.2,Games,525390.0,0.0,17
17,1998.2,Walking,408773.0,408678.0,18
18,1998.2,Bugs,313761.0,313732.0,19
19,1998.2,Why does my skin hate me?,311568.0,284805.0,20
20,1998.2,My toy,303130.0,303071.0,21
21,1998.2,Eugh these clothes,298929.0,277474.0,22
22,1998.2,Using chopsticks,290660.0,277486.0,23
23,1998.2,Harry Potter,266430.0,0.0,24
24,1998.2,What is that smell?,259212.0,259205.0,25
25,1998.2,Who the frick is this?,163137.0,163112.0,26
26,1998.2,Oversized t-shirts,107402.0,0.0,27
27,1998.2,We MUST meet up more,4543.0,4515.0,28
28,1998.2,I don't know anything,4537.0,4534.0,29
29,1998.2,When will I grow up?,4425.0,4332.0,30
30,1998.2,Women (interested),4357.0,4288.0,31
31,1998.2,Money,4231.0,4148.0,32
32,1998.2,Am I good?,4207.0,4109.0,33
33,1998.2,Hreflang,4194.0,4159.0,34
34,1998.2,Everyone is racist?,4183.0,4164.0,35
35,1998.2,What is KPI?,4161.0,4137.0,36
36,1998.2,Not learning languages,4090.0,4004.0,37
37,1998.2,Women (fearful),4083.0,4081.0,38
38,1998.2,Travel,4011.0,3953.0,39
39,1998.2,I know pretty much everything,3916.0,3832.0,40
40,1998.2,Jupyter,3879.0,3848.0,41
41,1998.2,Exams,3879.0,3833.0,42
42,1998.2,Getting swole,3860.0,3774.0,43
43,1998.2,"Oh no, THIS is grown up",3846.0,3759.0,44
44,1998.2,Brexit,3845.0,3792.0,45
45,1998.2,Rap,3743.0,3730.0,46
0,1998.3,Food/drink,5717466.0,5620796.0,1
1,1998.3,RUNNING,5064100.0,5006369.0,2
2,1998.3,Need a nap,4258137.0,4215580.0,3
3,1998.3,Chewing,2763890.0,2763847.0,4
4,1998.3,Cartoons,2367924.0,2308398.0,5
5,1998.3,Tying my shoes,2133617.0,2133616.0,6
6,1998.3,Loud noises,1902186.0,1902126.0,7
7,1998.3,Teeth are the worst,1835477.0,1835397.0,8
8,1998.3,The dark?,1547413.0,1547394.0,9
9,1998.3,Trampolines,1188794.0,1146925.0,10
10,1998.3,Bored. I might make noise,1143818.0,1143720.0,11
11,1998.3,I'm going to be sick,1117732.0,1117692.0,12
12,1998.3,What colour is that?,731763.0,731731.0,13
13,1998.3,Have I pooped myself?,700414.0,700398.0,14
14,1998.3,"No, don't carry me there",683957.0,683857.0,15
15,1998.3,Who the f**k is this?,573720.0,650720.0,16
16,1998.3,Games,562128.0,525390.0,17
17,1998.3,Walking,408842.0,408773.0,18
18,1998.3,Why does my skin hate me?,330281.0,311568.0,19
19,1998.3,Using chopsticks,322980.0,290660.0,20
20,1998.3,Eugh these clothes,322837.0,298929.0,21
21,1998.3,Bugs,313786.0,313761.0,22
22,1998.3,My toy,303203.0,303130.0,23
23,1998.3,Harry Potter,265608.0,266430.0,24
24,1998.3,What is that smell?,259270.0,259212.0,25
25,1998.3,Who the frick is this?,163192.0,163137.0,26
26,1998.3,Oversized t-shirts,85512.0,107402.0,27
27,1998.3,I don't know anything,4614.0,4537.0,28
28,1998.3,We MUST meet up more,4589.0,4543.0,29
29,1998.3,When will I grow up?,4485.0,4425.0,30
30,1998.3,Women (interested),4379.0,4357.0,31
31,1998.3,Am I good?,4271.0,4207.0,32
32,1998.3,Money,4253.0,4231.0,33
33,1998.3,Hreflang,4205.0,4194.0,34
34,1998.3,What is KPI?,4203.0,4161.0,35
35,1998.3,Everyone is racist?,4199.0,4183.0,36
36,1998.3,Not learning languages,4168.0,4090.0,37
37,1998.3,Women (fearful),4124.0,4083.0,38
38,1998.3,Travel,4097.0,4011.0,39
39,1998.3,I know pretty much everything,3971.0,3916.0,40
40,1998.3,Exams,3967.0,3879.0,41
41,1998.3,Jupyter,3946.0,3879.0,42
42,1998.3,Getting swole,3942.0,3860.0,43
43,1998.3,"Oh no, THIS is grown up",3907.0,3846.0,44
44,1998.3,Brexit,3890.0,3845.0,45
45,1998.3,Rap,3785.0,3743.0,46
0,1998.4,Food/drink,5852502.0,5717466.0,1
1,1998.4,RUNNING,5177780.0,5064100.0,2
2,1998.4,Need a nap,4340952.0,4258137.0,3
3,1998.4,Chewing,2763954.0,2763890.0,4
4,1998.4,Cartoons,2480865.0,2367924.0,5
5,1998.4,Tying my shoes,2133624.0,2133617.0,6
6,1998.4,Loud noises,1902224.0,1902186.0,7
7,1998.4,Teeth are the worst,1835483.0,1835477.0,8
8,1998.4,The dark?,1547498.0,1547413.0,9
9,1998.4,Trampolines,1242210.0,1188794.0,10
10,1998.4,Bored. I might make noise,1143896.0,1143818.0,11
11,1998.4,I'm going to be sick,1117793.0,1117732.0,12
12,1998.4,Games,1035640.0,562128.0,13
13,1998.4,Who the f**k is this?,933640.0,573720.0,14
14,1998.4,What colour is that?,731796.0,731763.0,15
15,1998.4,Have I pooped myself?,700470.0,700414.0,16
16,1998.4,"No, don't carry me there",684000.0,683957.0,17
17,1998.4,Harry Potter,570180.0,265608.0,18
18,1998.4,Walking,408924.0,408842.0,19
19,1998.4,Using chopsticks,375054.0,322980.0,20
20,1998.4,Eugh these clothes,373893.0,322837.0,21
21,1998.4,Why does my skin hate me?,363595.0,330281.0,22
22,1998.4,Bugs,313836.0,313786.0,23
23,1998.4,My toy,303261.0,303203.0,24
24,1998.4,What is that smell?,259370.0,259270.0,25
25,1998.4,Who the frick is this?,163214.0,163192.0,26
26,1998.4,Oversized t-shirts,130220.0,85512.0,27
27,1998.4,I don't know anything,4659.0,4614.0,28
28,1998.4,We MUST meet up more,4649.0,4589.0,29
29,1998.4,When will I grow up?,4527.0,4485.0,30
30,1998.4,Women (interested),4412.0,4379.0,31
31,1998.4,Am I good?,4365.0,4271.0,32
32,1998.4,Money,4313.0,4253.0,33
33,1998.4,Hreflang,4250.0,4205.0,34
34,1998.4,Not learning languages,4249.0,4168.0,35
35,1998.4,What is KPI?,4234.0,4203.0,36
36,1998.4,Everyone is racist?,4221.0,4199.0,37
37,1998.4,Travel,4163.0,4097.0,38
38,1998.4,Women (fearful),4157.0,4124.0,39
39,1998.4,Jupyter,4046.0,3946.0,40
40,1998.4,I know pretty much everything,4017.0,3971.0,41
41,1998.4,Exams,3990.0,3967.0,42
42,1998.4,"Oh no, THIS is grown up",3973.0,3907.0,43
43,1998.4,Getting swole,3949.0,3942.0,44
44,1998.4,Brexit,3942.0,3890.0,45
45,1998.4,Rap,3803.0,3785.0,46
0,1998.5,Food/drink,5975079.0,5852502.0,1
1,1998.5,RUNNING,5291370.0,5177780.0,2
2,1998.5,Need a nap,4401469.0,4340952.0,3
3,1998.5,Chewing,2763964.0,2763954.0,4
4,1998.5,Cartoons,2604843.0,2480865.0,5
5,1998.5,Who the f**k is this?,2133660.0,933640.0,6
6,1998.5,Tying my shoes,2133629.0,2133624.0,7
7,1998.5,Loud noises,1902283.0,1902224.0,8
8,1998.5,Teeth are the worst,1835529.0,1835483.0,9
9,1998.5,The dark?,1547521.0,1547498.0,10
10,1998.5,Bored. I might make noise,1143948.0,1143896.0,11
11,1998.5,I'm going to be sick,1117883.0,1117793.0,12
12,1998.5,Games,1109400.0,1035640.0,13
13,1998.5,What colour is that?,731888.0,731796.0,14
14,1998.5,Have I pooped myself?,700526.0,700470.0,15
15,1998.5,"No, don't carry me there",684007.0,684000.0,16
16,1998.5,Harry Potter,630380.0,570180.0,17
17,1998.5,Trampolines,511700.0,1242210.0,18
18,1998.5,Eugh these clothes,439763.0,373893.0,19
19,1998.5,Why does my skin hate me?,409360.0,363595.0,20
20,1998.5,Walking,409017.0,408924.0,21
21,1998.5,Using chopsticks,407802.0,375054.0,22
22,1998.5,Bugs,313878.0,313836.0,23
23,1998.5,My toy,303283.0,303261.0,24
24,1998.5,What is that smell?,259385.0,259370.0,25
25,1998.5,Oversized t-shirts,256280.0,130220.0,26
26,1998.5,Who the frick is this?,163279.0,163214.0,27
27,1998.5,I don't know anything,4714.0,4659.0,28
28,1998.5,We MUST meet up more,4709.0,4649.0,29
29,1998.5,When will I grow up?,4545.0,4527.0,30
30,1998.5,Women (interested),4436.0,4412.0,31
31,1998.5,Money,4384.0,4313.0,32
32,1998.5,Am I good?,4379.0,4365.0,33
33,1998.5,Not learning languages,4298.0,4249.0,34
34,1998.5,What is KPI?,4297.0,4234.0,35
35,1998.5,Hreflang,4290.0,4250.0,36
36,1998.5,Everyone is racist?,4256.0,4221.0,37
37,1998.5,Women (fearful),4245.0,4157.0,38
38,1998.5,Travel,4163.0,4163.0,39
39,1998.5,Jupyter,4112.0,4046.0,40
40,1998.5,I know pretty much everything,4066.0,4017.0,41
41,1998.5,"Oh no, THIS is grown up",4044.0,3973.0,42
42,1998.5,Brexit,4042.0,3942.0,43
43,1998.5,Exams,4012.0,3990.0,44
44,1998.5,Getting swole,3974.0,3949.0,45
45,1998.5,Rap,3875.0,3803.0,46
0,1998.6,Food/drink,6089115.0,5975079.0,1
1,1998.6,RUNNING,5456958.0,5291370.0,2
2,1998.6,Need a nap,4478674.0,4401469.0,3
3,1998.6,Chewing,2764032.0,2763964.0,4
4,1998.6,Tying my shoes,2133716.0,2133629.0,5
5,1998.6,Loud noises,1902336.0,1902283.0,6
6,1998.6,Teeth are the worst,1835541.0,1835529.0,7
7,1998.6,Who the f**k is this?,1636035.0,2133660.0,8
8,1998.6,The dark?,1547567.0,1547521.0,9
9,1998.6,Games,1335015.0,1109400.0,10
10,1998.6,Cartoons,1202340.0,2604843.0,11
11,1998.6,Bored. I might make noise,1143960.0,1143948.0,12
12,1998.6,I'm going to be sick,1117932.0,1117883.0,13
13,1998.6,Harry Potter,740370.0,630380.0,14
14,1998.6,What colour is that?,731893.0,731888.0,15
15,1998.6,Have I pooped myself?,700585.0,700526.0,16
16,1998.6,"No, don't carry me there",684081.0,684007.0,17
17,1998.6,Trampolines,517650.0,511700.0,18
18,1998.6,Eugh these clothes,510742.0,439763.0,19
19,1998.6,Using chopsticks,490665.0,407802.0,20
20,1998.6,Walking,409044.0,409017.0,21
21,1998.6,Why does my skin hate me?,384540.0,409360.0,22
22,1998.6,Bugs,313929.0,313878.0,23
23,1998.6,My toy,303314.0,303283.0,24
24,1998.6,What is that smell?,259393.0,259385.0,25
25,1998.6,Oversized t-shirts,231420.0,256280.0,26
26,1998.6,Who the frick is this?,163291.0,163279.0,27
27,1998.6,We MUST meet up more,4780.0,4709.0,28
28,1998.6,I don't know anything,4744.0,4714.0,29
29,1998.6,When will I grow up?,4605.0,4545.0,30
30,1998.6,Women (interested),4478.0,4436.0,31
31,1998.6,Am I good?,4453.0,4379.0,32
32,1998.6,Money,4446.0,4384.0,33
33,1998.6,What is KPI?,4394.0,4297.0,34
34,1998.6,Hreflang,4380.0,4290.0,35
35,1998.6,Not learning languages,4321.0,4298.0,36
36,1998.6,Everyone is racist?,4311.0,4256.0,37
37,1998.6,Women (fearful),4280.0,4245.0,38
38,1998.6,Travel,4185.0,4163.0,39
39,1998.6,I know pretty much everything,4142.0,4066.0,40
40,1998.6,"Oh no, THIS is grown up",4132.0,4044.0,41
41,1998.6,Jupyter,4129.0,4112.0,42
42,1998.6,Exams,4111.0,4012.0,43
43,1998.6,Brexit,4072.0,4042.0,44
44,1998.6,Getting swole,3978.0,3974.0,45
45,1998.6,Rap,3941.0,3875.0,46
0,1998.7,Food/drink,6243672.0,6089115.0,1
1,1998.7,RUNNING,5578082.0,5456958.0,2
2,1998.7,Need a nap,4588487.0,4478674.0,3
3,1998.7,Who the f**k is this?,3237608.0,1636035.0,4
4,1998.7,Chewing,2764114.0,2764032.0,5
5,1998.7,Tying my shoes,2133803.0,2133716.0,6
6,1998.7,Cartoons,1977360.0,1202340.0,7
7,1998.7,Loud noises,1902377.0,1902336.0,8
8,1998.7,Teeth are the worst,1835622.0,1835541.0,9
9,1998.7,Games,1739584.0,1335015.0,10
10,1998.7,The dark?,1547582.0,1547567.0,11
11,1998.7,Bored. I might make noise,1144021.0,1143960.0,12
12,1998.7,I'm going to be sick,1117934.0,1117932.0,13
13,1998.7,Harry Potter,1030392.0,740370.0,14
14,1998.7,Trampolines,745976.0,517650.0,15
15,1998.7,What colour is that?,731967.0,731893.0,16
16,1998.7,Have I pooped myself?,700645.0,700585.0,17
17,1998.7,"No, don't carry me there",684161.0,684081.0,18
18,1998.7,Using chopsticks,615488.0,490665.0,19
19,1998.7,Eugh these clothes,613039.0,510742.0,20
20,1998.7,Why does my skin hate me?,429968.0,384540.0,21
21,1998.7,Walking,409045.0,409044.0,22
22,1998.7,Bugs,313942.0,313929.0,23
23,1998.7,Oversized t-shirts,304304.0,231420.0,24
24,1998.7,My toy,303351.0,303314.0,25
25,1998.7,What is that smell?,259401.0,259393.0,26
26,1998.7,Who the frick is this?,163353.0,163291.0,27
27,1998.7,We MUST meet up more,4872.0,4780.0,28
28,1998.7,I don't know anything,4759.0,4744.0,29
29,1998.7,When will I grow up?,4668.0,4605.0,30
30,1998.7,Money,4546.0,4446.0,31
31,1998.7,Women (interested),4483.0,4478.0,32
32,1998.7,What is KPI?,4472.0,4394.0,33
33,1998.7,Hreflang,4464.0,4380.0,34
34,1998.7,Am I good?,4454.0,4453.0,35
35,1998.7,Not learning languages,4384.0,4321.0,36
36,1998.7,Everyone is racist?,4367.0,4311.0,37
37,1998.7,Women (fearful),4327.0,4280.0,38
38,1998.7,Travel,4201.0,4185.0,39
39,1998.7,"Oh no, THIS is grown up",4194.0,4132.0,40
40,1998.7,I know pretty much everything,4160.0,4142.0,41
41,1998.7,Brexit,4155.0,4072.0,42
42,1998.7,Jupyter,4152.0,4129.0,43
43,1998.7,Exams,4132.0,4111.0,44
44,1998.7,Getting swole,3989.0,3978.0,45
45,1998.7,Rap,3982.0,3941.0,46
0,1998.8,Food/drink,6419128.0,6243672.0,1
1,1998.8,RUNNING,5718576.0,5578082.0,2
2,1998.8,Need a nap,4729985.0,4588487.0,3
3,1998.8,Chewing,2764139.0,2764114.0,4
4,1998.8,Who the f**k is this?,2273950.0,3237608.0,5
5,1998.8,Tying my shoes,2133828.0,2133803.0,6
6,1998.8,Loud noises,1902406.0,1902377.0,7
7,1998.8,Teeth are the worst,1835690.0,1835622.0,8
8,1998.8,Games,1791748.0,1739584.0,9
9,1998.8,Cartoons,1557500.0,1977360.0,10
10,1998.8,The dark?,1547667.0,1547582.0,11
11,1998.8,Bored. I might make noise,1144081.0,1144021.0,12
12,1998.8,I'm going to be sick,1118009.0,1117934.0,13
13,1998.8,Harry Potter,1101213.0,1030392.0,14
14,1998.8,Trampolines,1035426.0,745976.0,15
15,1998.8,What colour is that?,732018.0,731967.0,16
16,1998.8,Have I pooped myself?,700696.0,700645.0,17
17,1998.8,"No, don't carry me there",684182.0,684161.0,18
18,1998.8,Using chopsticks,683424.0,615488.0,19
19,1998.8,Eugh these clothes,679132.0,613039.0,20
20,1998.8,Why does my skin hate me?,475972.0,429968.0,21
21,1998.8,Walking,409084.0,409045.0,22
22,1998.8,Oversized t-shirts,342650.0,304304.0,23
23,1998.8,Bugs,314005.0,313942.0,24
24,1998.8,My toy,303380.0,303351.0,25
25,1998.8,What is that smell?,259486.0,259401.0,26
26,1998.8,Who the frick is this?,163447.0,163353.0,27
27,1998.8,We MUST meet up more,4890.0,4872.0,28
28,1998.8,I don't know anything,4844.0,4759.0,29
29,1998.8,When will I grow up?,4737.0,4668.0,30
30,1998.8,Money,4558.0,4546.0,31
31,1998.8,Hreflang,4539.0,4464.0,32
32,1998.8,Women (interested),4500.0,4483.0,33
33,1998.8,What is KPI?,4478.0,4472.0,34
34,1998.8,Am I good?,4465.0,4454.0,35
35,1998.8,Everyone is racist?,4453.0,4367.0,36
36,1998.8,Not learning languages,4443.0,4384.0,37
37,1998.8,Women (fearful),4392.0,4327.0,38
38,1998.8,Travel,4245.0,4201.0,39
39,1998.8,Brexit,4223.0,4155.0,40
40,1998.8,"Oh no, THIS is grown up",4216.0,4194.0,41
41,1998.8,Jupyter,4183.0,4152.0,42
42,1998.8,I know pretty much everything,4175.0,4160.0,43
43,1998.8,Exams,4155.0,4132.0,44
44,1998.8,Getting swole,4087.0,3989.0,45
45,1998.8,Rap,4000.0,3982.0,46
0,1998.9,Food/drink,6575981.0,6419128.0,1
1,1998.9,RUNNING,5867683.0,5718576.0,2
2,1998.9,Need a nap,4828311.0,4729985.0,3
3,1998.9,Who the f**k is this?,4285800.0,2273950.0,4
4,1998.9,Chewing,2764183.0,2764139.0,5
5,1998.9,Cartoons,2572560.0,1557500.0,6
6,1998.9,Games,2434050.0,1791748.0,7
7,1998.9,Tying my shoes,2133869.0,2133828.0,8
8,1998.9,Loud noises,1902491.0,1902406.0,9
9,1998.9,Teeth are the worst,1835753.0,1835690.0,10
10,1998.9,The dark?,1547762.0,1547667.0,11
11,1998.9,Trampolines,1526850.0,1035426.0,12
12,1998.9,Bored. I might make noise,1144101.0,1144081.0,13
13,1998.9,I'm going to be sick,1118083.0,1118009.0,14
14,1998.9,Harry Potter,949320.0,1101213.0,15
15,1998.9,Why does my skin hate me?,873180.0,475972.0,16
16,1998.9,Using chopsticks,810668.0,683424.0,17
17,1998.9,Eugh these clothes,745630.0,679132.0,18
18,1998.9,What colour is that?,732089.0,732018.0,19
19,1998.9,Have I pooped myself?,700754.0,700696.0,20
20,1998.9,"No, don't carry me there",684275.0,684182.0,21
21,1998.9,Oversized t-shirts,422820.0,342650.0,22
22,1998.9,Walking,409091.0,409084.0,23
23,1998.9,Bugs,314066.0,314005.0,24
24,1998.9,My toy,303461.0,303380.0,25
25,1998.9,What is that smell?,259571.0,259486.0,26
26,1998.9,Who the frick is this?,163513.0,163447.0,27
27,1998.9,We MUST meet up more,4925.0,4890.0,28
28,1998.9,I don't know anything,4924.0,4844.0,29
29,1998.9,When will I grow up?,4764.0,4737.0,30
30,1998.9,Hreflang,4616.0,4539.0,31
31,1998.9,Money,4603.0,4558.0,32
